pid,lower_bound,upper_bound,actual_value,predicted_value,is_anomaly
366IZ2QBF6,-5.1346842493552565,12.177290126277864,5.300000000000001,3.521302938461304,False
366IZ2QBF6,-5.670325681163728,11.641648694469392,4.7,2.985661506652832,False
366IZ2QBF6,-6.067675277187288,11.244299098445833,4.1,2.5883119106292725,False
366IZ2QBF6,-6.6795734610099196,10.6324009146232,3.5,1.9764137268066408,False
366IZ2QBF6,-7.7559929337043165,9.555981441928804,2.9,0.8999942541122437,False
366IZ2QBF6,-6.664260312511384,10.647714063121736,2.3,1.991726875305176,False
366IZ2QBF6,-7.059338256313264,10.252636119319856,1.6999999999999993,1.596648931503296,False
366IZ2QBF6,-7.288182898952424,10.023791476680696,1.1,1.3678042888641355,False
366IZ2QBF6,-8.56321711052841,8.748757265104711,2.2,0.0927700772881507,False
366IZ2QBF6,-8.482114612652719,8.829859762980401,3.3,0.1738725751638412,False
366IZ2QBF6,-7.5891708578605055,9.722803517772615,1.25,1.066816329956055,False
366IZ2QBF6,-7.980312570526063,9.331661805107057,-0.8,0.6756746172904968,False
366IZ2QBF6,-7.363802477313936,9.948171898319185,-0.55,1.2921847105026243,False
366IZ2QBF6,-7.555671020938814,9.756303354694307,-0.3,1.1003161668777466,False
366IZ2QBF6,-7.405576869441926,9.906397506191194,-0.8499999999999999,1.2504103183746338,False
366IZ2QBF6,-8.399894550039232,8.912079825593889,-1.4,0.2560926377773285,False
366IZ2QBF6,-8.56980492879337,8.74216944683975,-1.1,0.0861822590231895,False
366IZ2QBF6,-9.386788531734407,7.9251858438987135,-0.8,-0.7308013439178467,False
366IZ2QBF6,-9.469655319644868,7.842319055988252,0.15,-0.8136681318283081,False
366IZ2QBF6,-8.898445248200357,8.413529127432763,1.1,-0.2424580603837967,False
366IZ2QBF6,-8.78396753926462,8.528006836368501,-0.8,-0.127980351448059,False
366IZ2QBF6,-9.011849686099946,8.300124689533174,-2.7,-0.3558624982833862,False
366IZ2QBF6,-8.351067557527482,8.960906818105638,-2.8,0.3049196302890777,False
366IZ2QBF6,-8.643965574509263,8.668008801123857,-2.9,0.0120216133072972,False
366IZ2QBF6,-9.134696110679567,8.177278264953554,-7.0,-0.4787089228630066,False
366IZ2QBF6,-9.756113573505342,7.555860802127778,-11.1,-1.1001263856887815,True
366IZ2QBF6,-10.926064177944124,6.385910197688997,-2.1,-2.2700769901275635,False
366IZ2QBF6,-9.967313453151643,7.344660922481477,6.9,-1.311326265335083,False
366IZ2QBF6,-10.588168307735383,6.723806067897737,5.45,-1.9321811199188232,False
366IZ2QBF6,-9.50156585831827,7.810408517314851,4.0,-0.845578670501709,False
366IZ2QBF6,-9.948515101863801,7.363459273769319,2.3,-1.2925279140472412,False
366IZ2QBF6,-10.273154422237337,7.038819953395784,0.6,-1.6171672344207764,False
366IZ2QBF6,-9.606245800449312,7.705728575183809,-1.0500000000000005,-0.9502586126327516,False
366IZ2QBF6,-9.313849910690248,7.998124464942872,-2.7,-0.6578627228736877,False
366IZ2QBF6,-9.020694478942811,8.291279896690309,-1.1,-0.3647072911262512,False
366IZ2QBF6,-8.634417196332276,8.677557179300845,0.5,0.0215699914842844,False
366IZ2QBF6,-8.889072984053552,8.422901391579568,0.4,-0.2330857962369918,False
366IZ2QBF6,-8.183610543205202,9.128363832427919,0.3,0.4723766446113586,False
366IZ2QBF6,-7.002910300685823,10.309064074947297,1.05,1.6530768871307373,False
366IZ2QBF6,-6.747921749545991,10.564052626087129,1.8,1.9080654382705688,False
366IZ2QBF6,-7.879758104278505,9.432216271354616,0.75,0.7762290835380554,False
366IZ2QBF6,-7.527549430324495,9.784424945308626,-0.3,1.1284377574920654,False
366IZ2QBF6,-9.554180845214784,7.757793530418336,-2.4,-0.8981936573982239,False
366IZ2QBF6,-9.32908301015085,7.982891365482271,-4.5,-0.6730958223342896,False
366IZ2QBF6,-9.7985363449592,7.513438030673921,-2.95,-1.1425491571426392,False
366IZ2QBF6,-9.717599317027986,7.594375058605134,-1.4,-1.0616121292114258,False
366IZ2QBF6,-9.394470497562349,7.917503878070772,-0.6499999999999999,-0.7384833097457886,False
