pid,longitude,latitude,height
3m8nD0TROl,18.273246,49.989678,199.7
3m8nD0TROm,18.273403,49.989696,205.5
3m8nD0TROq,18.273511,49.989708,199.8
3m8nD0TROt,18.273573,49.989716,194.5
3m8nD0TROv,18.273804,49.989742,201.4
3m8nD0TRPP,18.275276,49.989913,195.3
3m8nD0TRPQ,18.275382,49.989925,198.3
3m8nD0TRPR,18.275367,49.989924,194.5
3m8nD0TRPS,18.275339,49.989921,190.0
3m8nD0TRPT,18.275514,49.989941,196.8
3m8nD0TRQb,18.279251,49.990374,199.3
3m8nD0TRQc,18.279294,49.990379,198.8
3m8nD0TRQk,18.279642,49.990419,194.7
3m8nD0TRU2,18.2905,49.991677,200.8
3m8nD0TRU3,18.290592,49.991687,202.9
3m8nD0TRU5,18.290645,49.991693,200.0
3m8nD0TiRi,18.273017,49.989778,203.6
3m8nD0TiRj,18.273034,49.98978,201.6
3m8nD0TiRk,18.272993,49.989775,196.4
3m8nD0TiRl,18.273111,49.989789,200.0
3m8nD0TiRm,18.273271,49.989807,206.0
3m8nD0TiRn,18.273305,49.989811,204.9
3m8nD0TiRo,18.273342,49.989816,204.1
3m8nD0TiRr,18.273549,49.98984,206.8
3m8nD0TiRt,18.273568,49.989842,201.9
3m8nD0TiTB,18.277702,49.990321,197.2
3m8nD0TiTd,18.279236,49.990499,200.4
