pid,lower_bound,upper_bound,actual_value,predicted_value,is_anomaly
366IZ2gg7t,-19.543540479687383,-5.738714693042109,-15.0625,-12.641127586364746,False
366IZ2gg7t,-19.884705068615606,-6.079879281970332,-15.225,-12.982292175292969,False
366IZ2gg7t,-20.29316759302967,-6.488341806384394,-15.3875,-13.390754699707031,False
366IZ2gg7t,-19.64974928095691,-5.844923494311638,-15.55,-12.747336387634276,False
366IZ2gg7t,-19.648788930920293,-5.843963144275019,-15.7125,-12.746376037597656,False
366IZ2gg7t,-19.487405302075075,-5.682579515429802,-15.875,-12.58499240875244,False
366IZ2gg7t,-19.822154523876836,-6.017328737231562,-16.037499999999998,-12.9197416305542,False
366IZ2gg7t,-19.730624677685427,-5.925798891040154,-16.2,-12.828211784362791,False
366IZ2gg7t,-19.93754148676746,-6.132715700122187,-15.95,-13.035128593444824,False
366IZ2gg7t,-19.629421712902715,-5.824595926257441,-15.7,-12.727008819580078,False
366IZ2gg7t,-19.488019468334848,-5.683193681689572,-14.4,-12.585606575012209,False
366IZ2gg7t,-19.120650770214727,-5.315824983569453,-13.1,-12.21823787689209,False
366IZ2gg7t,-18.83160829737537,-5.026782510730097,-11.65,-11.929195404052734,False
366IZ2gg7t,-18.83522844508045,-5.030402658435175,-10.2,-11.932815551757812,False
366IZ2gg7t,-18.960153104809454,-5.155327318164179,-12.5,-12.057740211486816,False
366IZ2gg7t,-18.940916540173223,-5.136090753527949,-14.8,-12.038503646850586,False
366IZ2gg7t,-18.46115732386463,-4.656331537219355,-14.1,-11.558744430541992,False
366IZ2gg7t,-18.53193712427967,-4.727111337634394,-13.4,-11.629524230957031,False
366IZ2gg7t,-20.05189275935047,-6.247066972705195,-18.5,-13.149479866027832,False
366IZ2gg7t,-19.421330930737188,-5.616505144091914,-23.6,-12.51891803741455,True
366IZ2gg7t,-19.974375249890024,-6.169549463244747,-19.65,-13.071962356567385,False
366IZ2gg7t,-18.72828436091297,-4.923458574267695,-15.7,-11.825871467590332,False
366IZ2gg7t,-19.38192129328602,-5.5770955066407435,-14.4,-12.47950839996338,False
366IZ2gg7t,-20.087301733044317,-6.2824759463990425,-13.1,-13.18488883972168,False
366IZ2gg7t,-20.072568418530157,-6.267742631884882,-11.15,-13.17015552520752,False
366IZ2gg7t,-20.278761388806036,-6.473935602160761,-9.2,-13.376348495483398,False
366IZ2gg7t,-19.860906126049688,-6.056080339404414,-12.45,-12.95849323272705,False
366IZ2gg7t,-19.985636236218145,-6.180810449572871,-15.7,-13.083223342895508,False
366IZ2gg7t,-19.68233633234852,-5.8775105457032435,-7.699999999999999,-12.77992343902588,False
366IZ2gg7t,-20.181063177136114,-6.376237390490839,0.3,-13.278650283813477,True
366IZ2gg7t,-19.856077672985723,-6.051251886340449,-7.45,-12.953664779663086,False
366IZ2gg7t,-18.457171918896368,-4.652346132251093,-15.2,-11.55475902557373,False
366IZ2gg7t,-15.881129743603399,-2.0763039569581245,-7.199999999999999,-8.978716850280762,False
366IZ2gg7t,-17.22618437006824,-3.4213585834229665,0.8,-10.323771476745604,True
