pid,lower_bound,upper_bound,actual_value,predicted_value,is_anomaly
366IZ2gg7t,-19.985438942813964,-6.545524954891118,-15.0625,-13.26548194885254,False
366IZ2gg7t,-19.727610230350585,-6.287696242427737,-15.225,-13.00765323638916,False
366IZ2gg7t,-19.71483671655664,-6.274922728633793,-15.3875,-12.994879722595217,False
366IZ2gg7t,-19.615017533207027,-6.1751035452841805,-15.55,-12.895060539245604,False
366IZ2gg7t,-19.504755616092773,-6.0648416281699244,-15.7125,-12.784798622131348,False
366IZ2gg7t,-19.408950447940917,-5.969036460018069,-15.875,-12.688993453979492,False
366IZ2gg7t,-19.35825026025781,-5.918336272334965,-16.037499999999998,-12.638293266296388,False
366IZ2gg7t,-19.376747727298827,-5.936833739375979,-16.2,-12.656790733337402,False
366IZ2gg7t,-19.413138031864257,-5.973224043941409,-15.95,-12.693181037902832,False
366IZ2gg7t,-19.46231043329248,-6.022396445369633,-15.7,-12.742353439331056,False
366IZ2gg7t,-19.4811512230874,-6.041237235164553,-14.4,-12.761194229125977,False
366IZ2gg7t,-19.462586998844237,-6.022673010921389,-13.1,-12.742630004882812,False
366IZ2gg7t,-19.393566727542968,-5.9536527396201215,-11.65,-12.673609733581545,False
366IZ2gg7t,-19.334090828800292,-5.894176840877444,-10.2,-12.614133834838867,False
366IZ2gg7t,-19.268020272159667,-5.828106284236819,-12.5,-12.548063278198242,False
366IZ2gg7t,-19.213031411075683,-5.773117423152835,-14.8,-12.493074417114258,False
366IZ2gg7t,-19.15874254693994,-5.718828559017092,-14.1,-12.438785552978516,False
366IZ2gg7t,-19.074271798038573,-5.634357810115725,-13.4,-12.354314804077148,False
366IZ2gg7t,-18.98705637445459,-5.547142386531741,-18.5,-12.267099380493164,False
366IZ2gg7t,-18.998725533390136,-5.5588115454672895,-23.6,-12.278768539428713,True
366IZ2gg7t,-19.234495758915035,-5.794581770992188,-19.65,-12.514538764953612,True
366IZ2gg7t,-19.4177385567666,-5.977824568843753,-15.7,-12.697781562805176,False
366IZ2gg7t,-19.723805069828124,-6.283891081905276,-14.4,-13.0038480758667,False
366IZ2gg7t,-19.968365311527343,-6.528451323604495,-13.1,-13.248408317565918,False
366IZ2gg7t,-20.142701744937987,-6.702787757015139,-11.15,-13.422744750976562,False
366IZ2gg7t,-19.97167551507959,-6.531761527156741,-9.2,-13.251718521118164,False
366IZ2gg7t,-19.89335596551904,-6.453441977596192,-12.45,-13.173398971557615,False
366IZ2gg7t,-19.576908707523437,-6.1369947196005885,-15.7,-12.856951713562012,False
