pid,longitude,latitude,height
3E4jb4zPk4,19.528412,49.833521,307.1
3E4jb4zPk5,19.52831,49.833532,310.2
3E4jb4zPk6,19.52824,49.83354,311.4
3E4jb4zPk7,19.528264,49.833537,306.9
3E4jb4zglK,19.533981,49.832772,301.7
3E4jb4zglR,19.533268,49.832851,323.5
3E4jb4zglT,19.533289,49.832849,316.2
3E4jb4zglV,19.533225,49.832856,314.1
3E4jb4zgn0,19.52869,49.833363,306.4
3E4jb4zgn4,19.528353,49.833401,314.7
3E4jb4zgn5,19.528388,49.833397,309.6
3E4jb4zgn6,19.528332,49.833403,309.9
3E4jb4zgn7,19.528288,49.833408,309.6
3E4jb4zgn8,19.528196,49.833418,312.1
3E4jb4zgn9,19.528156,49.833423,311.5
3E4jb4zgnA,19.528136,49.833425,309.7
3E4jb4zxoE,19.534299,49.83261,304.7
3E4jb4zxoM,19.533914,49.832653,303.8
3E4jb4zxoT,19.533236,49.832728,323.5
3E4jb4zxoU,19.533168,49.832736,324.5
3E4jb4zxoW,19.533155,49.832737,319.2
3E4jb4zxoi,19.532652,49.832794,313.3
3E4jb4zxq7,19.528559,49.833251,297.2
3E4jb4zxq9,19.528188,49.833292,313.6
3E4jb4zxqA,19.528189,49.833292,310.5
3E4jb4zxqC,19.528142,49.833298,307.2
3E4jb4zxqD,19.527968,49.833317,314.8
3E4jb4zxqE,19.527973,49.833316,311.4
3E4jb4zxqG,19.52794,49.83332,307.4
3E4jb4zxqJ,19.527793,49.833337,307.2
3E4jb4zxqM,19.527541,49.833365,313.3
3E4jb50ErG,19.53425,49.832488,305.7
3E4jb50ErH,19.534183,49.832496,306.6
3E4jb50ErX,19.533239,49.832601,315.2
3E4jb50ErY,19.533173,49.832609,316.2
3E4jb50Erb,19.533031,49.832624,315.7
3E4jb50Erl,19.532481,49.832686,318.6
3E4jb50EtM,19.527769,49.833213,303.6
3E4jb50EtO,19.527494,49.833243,314.1
3E4jb50EtT,19.527316,49.833263,309.8
3E4jb50EtX,19.52718,49.833278,305.9
3E4jb50EtY,19.526975,49.833301,315.2
3E4jb50EtZ,19.526909,49.833308,316.2
3E4jb50Vub,19.533105,49.832489,315.3
3E4jb50Vuc,19.533048,49.832496,315.7
3E4jb50Vue,19.533041,49.832497,310.0
3E4jb50VwT,19.527402,49.833127,308.6
3E4jb50VwV,19.527247,49.833144,311.9
3E4jb50VwZ,19.527071,49.833164,310.4
3E4jb50Vwa,19.526988,49.833173,312.4
3E4jb50Vwb,19.526932,49.833179,312.8
3E4jb50Vwh,19.526697,49.833205,308.8
3E4jb50Vwi,19.526549,49.833222,314.7
3E4jb50Vwk,19.526511,49.833226,311.0
3E4jb50Vwl,19.526476,49.83323,310.0
3E4jb50mzj,19.526585,49.833091,313.6
3E4jb50mzk,19.526532,49.833097,313.7
3E4jb50mzm,19.526521,49.833098,308.4
3E4jb50mzx,19.525938,49.833163,310.3
3E4jb5142s,19.526253,49.833001,310.4
3E4jb5142z,19.525928,49.833038,308.9
3E4jb51430,19.525774,49.833055,315.2
3E4jb51L62,19.525823,49.832923,310.2
3E4jb51L6A,19.525346,49.832976,314.8
3E4jb51L6D,19.525251,49.832987,311.4
3E4jb51L6E,19.525093,49.833004,318.0
3E4jb51c96,19.525817,49.832797,302.5
3E4jb51c9F,19.525144,49.832872,315.9
3E4jb51c9I,19.525025,49.832885,314.0
3E4jb51c9P,19.524671,49.832925,314.2
3E4jb51tCO,19.524865,49.832776,309.5
3E4jb51tCR,19.524685,49.832796,311.3
3E4jb51tCS,19.524683,49.832797,308.4
3E4jb51tCU,19.524543,49.832812,310.8
3E4jb51tCV,19.524627,49.832803,302.7
3E4jb51tCX,19.524542,49.832812,301.9
3E4jb51tCa,19.524503,49.832817,295.1
3E4jb51tCf,19.524249,49.832845,295.3
3E4jb51tCg,19.524342,49.832835,286.7
3E4jb52AF3,19.525523,49.832575,337.3
3E4jb52AFK,19.52503,49.832631,315.7
3E4jb52AFT,19.524811,49.832656,301.8
3E4jb52AFX,19.524509,49.832689,307.9
3E4jb52AFa,19.524445,49.832696,302.7
3E4jb52AFf,19.524423,49.832699,288.9
3E4jb52AFi,19.524283,49.832715,288.3
3E4jb52RIC,19.525265,49.832478,329.7
3E4jb52RIE,19.525346,49.832469,318.8
3E4jb52RIF,19.525215,49.832483,323.7
3E4jb52RIG,19.525321,49.832472,314.3
3E4jb52RIH,19.525193,49.832486,319.0
3E4jb52RII,19.525258,49.832479,312.0
3E4jb52RIJ,19.52508,49.832499,319.8
3E4jb52RIK,19.525029,49.832504,319.8
3E4jb52RIL,19.525043,49.832503,315.9
3E4jb52RIZ,19.524591,49.832553,300.9
3E4jb52RId,19.52437,49.832578,302.2
3E4jb52iLL,19.525045,49.832376,319.8
3E4jb52iLe,19.52451,49.832436,294.7
3E4jb52iLf,19.524404,49.832448,298.1
3E4jb52iLg,19.52446,49.832441,291.7
3E4jb52iLh,19.52445,49.832443,289.3
3E4jb52zOQ,19.524892,49.832266,318.0
3E4jb52zOT,19.524824,49.832274,313.0
3E4jb53GRM,19.525038,49.832123,325.3
3E4jb53GRN,19.524957,49.832132,327.2
3E4jb53GRR,19.524934,49.832134,316.5
3E4jb53GRd,19.524637,49.832168,298.2
3E4jb53XUP,19.524985,49.832002,323.5
3E4jb53XUQ,19.524859,49.832016,328.1
3E4jb53XUT,19.524951,49.832006,313.4
3E4jb53XUl,19.524399,49.832068,292.4
3E4jb53XUm,19.524341,49.832074,292.8
3E4jb53oXR,19.524988,49.831875,321.3
3E4jb53oXV,19.52486,49.831889,317.0
3E4jb53oXY,19.524792,49.831897,312.0
3E4jb545aW,19.524743,49.831775,325.0
3E4jb545aZ,19.5248,49.831769,312.5
3E4jb545ab,19.524802,49.831769,306.3
3E4jb545aj,19.524554,49.831797,297.1
3E4jb545am,19.524349,49.83182,300.4
3E4jb54MdU,19.525008,49.831619,319.1
3E4jb54Mdd,19.524668,49.831657,312.4
3E4jb54Mdl,19.524597,49.831665,292.5
3E4jb54Mdo,19.524392,49.831688,295.8
3E4jb54dge,19.524688,49.831528,312.2
