pid,lower_bound,upper_bound,actual_value,predicted_value,is_anomaly
366IZ2QBF6,1.5090495437894047,16.28896795804165,5.300000000000001,8.899008750915527,False
366IZ2QBF6,2.161290296963233,16.941208711215477,4.7,9.551249504089355,False
366IZ2QBF6,2.3001509994778813,17.080069413730126,4.1,9.690110206604004,False
366IZ2QBF6,2.1107636780057133,16.890682092257958,3.5,9.500722885131836,False
366IZ2QBF6,1.5011216491971195,16.281040063449364,2.9,8.891080856323242,False
366IZ2QBF6,0.8855439514432133,15.665462365695458,2.3,8.275503158569336,False
366IZ2QBF6,-0.25092493588588827,14.528993478366356,1.6999999999999993,7.139034271240234,False
366IZ2QBF6,-1.3908947616305172,13.389023652621727,1.1,5.9990644454956055,False
366IZ2QBF6,-2.557524552890283,12.222393861361962,2.2,4.83243465423584,False
366IZ2QBF6,-3.6978243499483883,11.082094064303856,3.3,3.6921348571777344,False
366IZ2QBF6,-4.782585015841942,9.997333398410303,1.25,2.60737419128418,False
366IZ2QBF6,-5.782045593806726,8.997872820445519,-0.8,1.607913613319397,False
366IZ2QBF6,-6.83796071107052,7.941957703181726,-0.55,0.551998496055603,False
366IZ2QBF6,-7.649622878381234,7.130295535871011,-0.3,-0.2596636712551117,False
366IZ2QBF6,-8.367637804099541,6.4122806101527035,-0.8499999999999999,-0.9776785969734192,False
366IZ2QBF6,-8.884816279956322,5.8951021342959224,-1.4,-1.4948570728302002,False
366IZ2QBF6,-9.689501157351952,5.090417256900293,-1.1,-2.29954195022583,False
366IZ2QBF6,-9.922690740176659,4.8572276740755855,-0.8,-2.532731533050537,False
366IZ2QBF6,-9.62485729748867,5.155061116763574,0.15,-2.234898090362549,False
366IZ2QBF6,-8.67347871358059,6.106439700671655,1.1,-1.2835195064544678,False
366IZ2QBF6,-7.704695841618997,7.0752225726332485,-0.8,-0.3147366344928741,False
366IZ2QBF6,-7.223067602464181,7.556850811788064,-2.7,0.1668916046619415,False
366IZ2QBF6,-7.532491883584481,7.247426530667764,-2.8,-0.1425326764583587,False
366IZ2QBF6,-7.905646195956689,6.874272218295556,-2.9,-0.5156869888305664,False
366IZ2QBF6,-8.114583483287316,6.665334930964929,-7.0,-0.7246242761611938,False
366IZ2QBF6,-8.574460497447472,6.2054579168047725,-11.1,-1.18450129032135,True
366IZ2QBF6,-9.238528481074791,5.541389933177453,-2.1,-1.8485692739486692,False
366IZ2QBF6,-9.362127175876122,5.417791238376123,6.9,-1.97216796875,True
366IZ2QBF6,-8.6719578414645,6.107960572787744,5.45,-1.281998634338379,False
366IZ2QBF6,-7.982860735007745,6.7970576792445,4.0,-0.5929015278816223,False
366IZ2QBF6,-7.440750969895345,7.3391674443569,2.3,-0.0507917627692222,False
366IZ2QBF6,-7.289851105162126,7.4900673090901195,0.6,0.1001081019639968,False
366IZ2QBF6,-7.59913276726864,7.1807856469836056,-1.0500000000000005,-0.2091735601425171,False
366IZ2QBF6,-8.12638329560421,6.653535118648034,-2.7,-0.7364240884780884,False
366IZ2QBF6,-8.016284218379479,6.763634195872766,-1.1,-0.6263250112533569,False
366IZ2QBF6,-7.955649366923791,6.824269047328454,0.5,-0.5656901597976685,False
366IZ2QBF6,-7.730167499133569,7.049750915118676,0.4,-0.3402082920074463,False
366IZ2QBF6,-7.750579556771737,7.029338857480508,0.3,-0.3606203496456146,False
366IZ2QBF6,-7.223850092240792,7.556068322011453,1.05,0.1661091148853302,False
366IZ2QBF6,-6.820001295157891,7.959917119094354,1.8,0.5699579119682312,False
366IZ2QBF6,-7.251393741318208,7.528524672934037,0.75,0.1385654658079147,False
366IZ2QBF6,-7.702614894458276,7.077303519793969,-0.3,-0.3126556873321533,False
366IZ2QBF6,-9.130207648822289,5.649710765429956,-2.4,-1.740248441696167,False
366IZ2QBF6,-6.974042674848062,7.8058757394041836,-4.5,0.4159165322780609,False
366IZ2QBF6,-7.245479828068238,7.534438586184007,-2.95,0.1444793790578842,False
366IZ2QBF6,-6.237364759990197,8.542553654262047,-1.4,1.1525944471359253,False
366IZ2QBF6,-7.456183208474141,7.323735205778104,-0.6499999999999999,-0.0662240013480186,False
366IZ2QBF6,-8.19044088418148,6.589477530070764,0.1,-0.8004816770553589,False
366IZ2QBF6,-8.500310650416832,6.279607763835412,-0.35,-1.1103514432907104,False
366IZ2QBF6,-8.138860991546135,6.641057422706109,-0.8,-0.7489017844200134,False
366IZ2QBF6,-8.270196667262535,6.509721746989709,-1.75,-0.8802374601364136,False
366IZ2QBF6,-7.512265911647302,7.267652502604943,-2.7,-0.1223067045211792,False
