Date,3m8ox4pDb7,3m8ox4pDbC,3m8ox4pDbE,3m8ox4pUeB,3m8ox4pUeC,3m8ox4pUeF,3m8ox4plhC,3m8ox4plhE,3m8ox4plhH
2015-12-29,-0.5249999999999998,-0.18999999999999997,-1.4999999999999998,-1.7499999999999993,-0.8149999999999998,2.795,0.6250000000000002,-1.17,0.11499999999999995
2016-01-04,-0.5349999999999998,0.06500000000000003,-1.5549999999999997,-1.2949999999999997,-1.5249999999999995,3.6149999999999998,1.075,-1.2349999999999999,0.3949999999999999
2016-01-10,-0.725,0.355,-1.7249999999999999,-0.9849999999999998,-2.255,4.345,1.2049999999999998,-1.045,0.7449999999999999
2016-01-16,-0.905,0.4749999999999998,-2.12,-0.93,-2.65,4.784999999999999,1.18,-0.4299999999999997,1.2099999999999997
2016-01-22,-1.075,0.4249999999999997,-2.74,-1.1300000000000003,-2.71,4.934999999999999,0.9999999999999998,0.6100000000000004,1.7899999999999996
2016-01-28,-1.045,0.5449999999999998,-2.8999999999999995,-0.685,-3.165,5.454999999999999,0.9199999999999999,0.6649999999999999,2.2449999999999997
2016-02-03,-0.8150000000000001,0.8349999999999999,-2.6,0.4049999999999999,-4.014999999999999,6.344999999999999,0.9400000000000003,-0.26500000000000046,2.5749999999999997
2016-02-09,-0.5749999999999998,1.14,-2.1275,1.2325,-4.6000000000000005,6.3675,0.6825000000000003,-0.8475000000000001,2.42
2016-02-15,-0.32499999999999996,1.46,-1.4825,1.7974999999999999,-4.919999999999999,5.5225,0.14750000000000035,-1.0825,1.7799999999999996
2016-02-21,-0.08499999999999994,1.8500000000000005,-0.9550000000000001,2.2500000000000004,-4.76,5.18,-0.44499999999999945,-1.1199999999999999,1.7250000000000003
2016-02-27,0.14500000000000002,2.31,-0.545,2.5900000000000003,-4.12,5.340000000000001,-1.0949999999999998,-0.9599999999999997,2.255000000000001
2016-03-04,0.22499999999999992,2.38,-0.3900000000000006,2.3299999999999996,-3.8449999999999998,4.805,-1.5649999999999997,-1.415,2.35
2016-03-10,0.15499999999999986,2.0599999999999996,-0.49000000000000016,1.4699999999999995,-3.935000000000001,3.5749999999999997,-1.8549999999999995,-2.4850000000000003,2.01
2016-03-16,0.5049999999999999,2.215,-0.08500000000000019,1.32,-3.8950000000000005,3.195,-1.9199999999999995,-3.4799999999999995,1.9350000000000003
2016-03-22,1.275,2.845,0.8249999999999998,1.8800000000000003,-3.7249999999999996,3.665000000000001,-1.76,-4.4,2.125
2016-03-28,1.7149999999999999,3.29,1.215,2.29,-3.91,3.8049999999999997,-1.5649999999999997,-5.01,2.405
2016-04-03,1.8249999999999997,3.55,1.085,2.55,-4.45,3.615,-1.335,-5.3100000000000005,2.775
2016-04-09,2.05,3.79,0.8950000000000002,2.7600000000000002,-4.42,4.17,-1.1300000000000001,-5.449999999999999,3.3399999999999994
2016-04-15,2.39,4.01,0.6450000000000001,2.92,-3.8199999999999994,5.47,-0.9500000000000001,-5.43,4.1
2016-04-21,2.82,4.21,0.5550000000000003,3.2700000000000005,-3.3249999999999993,6.04,-1.03,-5.39,4.505
2016-04-27,3.34,4.39,0.625,3.809999999999999,-2.9349999999999996,5.879999999999999,-1.37,-5.329999999999999,4.555000000000001
2016-05-03,4.015,5.11,1.085,4.999999999999999,-2.4800000000000004,5.364999999999999,-1.765,-4.48,5.275
2016-05-09,4.845000000000001,6.370000000000001,1.935,6.84,-1.9600000000000002,4.495,-2.215,-2.84,6.665000000000001
2016-05-15,5.235,7.135,2.4974999999999996,7.935,-1.4150000000000005,3.615000000000001,-2.6674999999999995,-1.9575000000000002,7.510000000000001
2016-05-21,5.185,7.404999999999999,2.7724999999999995,8.285,-0.8450000000000006,2.725000000000001,-3.1224999999999996,-1.8324999999999998,7.8100000000000005
2016-05-27,5.365,7.615,3.0549999999999997,8.535,0.024999999999999828,2.315000000000001,-3.3599999999999994,-1.3850000000000005,7.869999999999999
2016-06-02,5.775,7.765,3.3449999999999998,8.685,1.1949999999999998,2.3850000000000007,-3.3799999999999994,-0.6150000000000001,7.69
2016-06-08,5.9750000000000005,7.665000000000001,3.13,8.309999999999999,2.1,2.165,-3.315,0.39500000000000024,7.620000000000001
2016-06-14,5.965,7.315,2.41,7.41,2.7400000000000007,1.6549999999999998,-3.165,1.6450000000000005,7.66
2016-06-20,5.69,7.105,1.9950000000000006,6.855,3.1799999999999997,1.2799999999999998,-3.0949999999999998,1.905,7.49
2016-06-26,5.15,7.035,1.8850000000000007,6.645000000000001,3.4199999999999995,1.0399999999999998,-3.105,1.1749999999999996,7.110000000000001
2016-07-02,4.945000000000001,6.9,1.715000000000001,6.550000000000002,3.5799999999999996,2.0700000000000003,-3.2,0.7850000000000001,6.895000000000001
2016-07-08,5.075000000000001,6.700000000000001,1.4850000000000005,6.570000000000001,3.6599999999999993,4.37,-3.3800000000000003,0.7350000000000003,6.845000000000001
2016-07-14,4.905,6.745,1.5875000000000001,6.7299999999999995,3.7099999999999995,6.280000000000001,-3.7424999999999997,0.8775000000000002,6.985000000000001
2016-07-20,4.435,7.035,2.0225,7.03,3.7299999999999995,7.800000000000001,-4.2875,1.2125000000000001,7.3149999999999995
2016-07-26,4.11,7.404999999999999,2.7399999999999993,7.405,3.3949999999999996,8.675,-4.8149999999999995,1.65,7.724999999999999
2016-08-01,3.9299999999999997,7.854999999999999,3.739999999999999,7.8549999999999995,2.705,8.905,-5.324999999999999,2.1900000000000004,8.215
2016-08-07,3.8049999999999997,8.504999999999999,4.924999999999999,8.95,2.0800000000000005,8.305,-5.919999999999999,2.055,8.784999999999998
2016-08-13,3.7349999999999994,9.355,6.294999999999999,10.689999999999998,1.520000000000001,6.874999999999999,-6.6,1.2449999999999997,9.434999999999999
2016-08-19,3.915,9.916666666666666,7.299999999999999,11.670000000000002,1.0983333333333338,5.85,-6.779999999999999,1.3516666666666663,9.895000000000001
2016-08-25,4.345,10.19,7.939999999999999,11.89,0.815,5.230000000000001,-6.459999999999999,2.375,10.165
2016-08-31,4.529999999999999,10.245000000000001,8.44,11.76,0.7700000000000002,4.840000000000001,-5.745,2.885,9.85
2016-09-06,3.53,9.185,6.709999999999999,11.049999999999999,-0.040000000000000424,3.7600000000000007,-5.085000000000001,1.9749999999999996,8.7
2016-09-12,3.06,8.25,5.45,10.195,-0.605,3.060000000000001,-4.395000000000001,1.2650000000000001,7.585
2016-09-18,3.12,7.44,4.66,9.195000000000002,-0.925,2.7400000000000007,-3.675,0.7550000000000003,6.505
2016-09-24,2.91,6.515000000000001,3.645000000000001,8.299999999999999,-1.0100000000000002,2.0399999999999996,-3.375,0.15000000000000044,5.3149999999999995
2016-09-30,2.9800000000000004,5.775000000000001,2.8150000000000004,7.530000000000002,-0.5199999999999998,1.2899999999999994,-2.9250000000000003,-0.2899999999999996,4.665000000000001
2016-10-06,2.4949999999999997,4.905000000000001,1.8850000000000007,6.395000000000001,-0.7249999999999999,1.7549999999999992,-2.6900000000000004,-1.0249999999999997,3.7250000000000005
2016-10-12,2.1849999999999996,3.7650000000000006,0.7450000000000001,5.045000000000001,-1.395,3.2550000000000003,-2.28,-1.2949999999999995,2.7350000000000003
2016-10-18,1.5350000000000001,2.748333333333334,-0.3049999999999999,4.275,-1.9083333333333334,3.8850000000000002,-1.94,-2.1216666666666666,1.9650000000000003
2016-10-24,0.7950000000000002,1.9550000000000005,-1.175,3.5350000000000006,-2.5149999999999997,4.525000000000001,-1.9899999999999998,-2.675,1.7550000000000001
2016-10-30,0.015000000000000041,1.0350000000000001,-2.325,2.6050000000000004,-2.8749999999999996,4.7250000000000005,-2.1599999999999997,-2.755,1.4350000000000003
2016-11-05,-0.23499999999999993,0.865,-1.7550000000000003,1.435,-2.595,4.525,-2.47,-2.6550000000000002,1.175
2016-11-11,-0.03999999999999959,0.7800000000000005,-1.0499999999999996,1.3100000000000005,-2.69,4.180000000000001,-2.39,-2.4000000000000004,1.44
2016-11-17,-0.5700000000000001,0.2300000000000001,-1.0399999999999998,0.42000000000000026,-3.0700000000000003,3.1100000000000003,-2.45,-2.47,1.21
2016-11-23,-0.79,-0.06999999999999988,-1.22,-0.08999999999999975,-3.4100000000000006,2.7800000000000002,-2.43,-2.7600000000000002,1.5099999999999998
2016-11-29,-1.3100000000000003,-0.4299999999999999,-1.82,-0.7299999999999998,-3.6900000000000004,2.8000000000000007,-2.73,-2.88,1.2599999999999998
2016-12-05,-1.4900000000000002,-0.7699999999999999,-1.75,-1.02,-3.66,2.18,-2.41,-2.81,1.7400000000000002
