Date,3m8ox4pDb7,3m8ox4pDbC,3m8ox4pDbE,3m8ox4pUeB,3m8ox4pUeC,3m8ox4pUeF,3m8ox4plhC,3m8ox4plhE,3m8ox4plhH
2015-08-13,7.28,8.125,5.845,8.93,3.31,4.090000000000001,-6.789999999999999,4.08,9.125
2015-08-19,7.08,7.995000000000001,5.515,8.670000000000002,2.710000000000001,4.2700000000000005,-5.13,3.8,9.295
2015-08-25,6.705,7.522500000000001,4.807499999999999,8.084999999999999,2.082500000000001,4.5200000000000005,-3.7700000000000005,3.3949999999999996,8.955000000000002
2015-08-31,6.154999999999999,6.7075000000000005,3.7225,7.175000000000001,1.4275000000000002,4.84,-2.71,2.8649999999999998,8.105
2015-09-06,5.3,5.6450000000000005,2.535,5.915000000000001,0.5400000000000003,4.93,-1.9100000000000004,1.89,6.985000000000001
2015-09-12,4.14,4.335000000000001,1.245,4.305000000000001,-0.5800000000000001,4.789999999999999,-1.37,0.47000000000000003,5.595000000000001
2015-09-18,3.2300000000000004,3.48,0.3350000000000002,3.3300000000000005,-1.15,4.475,-1.1,-0.20499999999999968,4.805
2015-09-24,2.5700000000000003,3.08,-0.19499999999999967,2.99,-1.17,3.9849999999999994,-1.1,-0.1349999999999994,4.615000000000001
2015-09-30,2.1350000000000002,2.8400000000000003,-0.32499999999999973,2.7800000000000002,-1.215,3.6950000000000003,-1.0450000000000002,-0.37499999999999956,4.46
2015-10-06,1.9249999999999998,2.76,-0.05499999999999969,2.7,-1.2850000000000001,3.6050000000000004,-0.9349999999999999,-0.9249999999999998,4.34
2015-10-12,1.3800000000000003,2.435,-0.024999999999999967,2.3700000000000006,-1.5150000000000001,3.1750000000000007,-1.0799999999999998,-1.37,4.1899999999999995
2015-10-18,0.5000000000000002,1.8650000000000002,-0.23500000000000026,1.79,-1.905,2.4050000000000007,-1.48,-1.7100000000000002,4.010000000000001
2015-10-24,-0.2749999999999997,1.375,-0.3400000000000003,1.065,-2.1,1.6800000000000002,-1.82,-1.8450000000000002,3.7249999999999996
2015-10-30,-0.945,0.965,-0.3400000000000003,0.19499999999999984,-2.1,1.0,-2.1,-1.775,3.335
2015-11-05,-1.125,0.7550000000000002,-0.13000000000000003,-0.16499999999999976,-1.6699999999999997,1.03,-2.15,-1.5800000000000003,3.12
2015-11-11,-0.8149999999999998,0.7450000000000002,0.29000000000000004,-0.014999999999999597,-0.8099999999999998,1.7700000000000002,-1.97,-1.2600000000000002,3.08
2015-11-17,-0.575,0.6250000000000003,0.495,-0.019999999999999546,-0.6350000000000001,1.8150000000000004,-1.7850000000000001,-1.2899999999999998,2.6100000000000003
2015-11-23,-0.405,0.395,0.4849999999999999,-0.1799999999999998,-1.145000000000001,1.165,-1.5950000000000002,-1.67,1.7100000000000002
2015-11-29,-0.41500000000000015,0.18500000000000005,0.14999999999999994,-0.5200000000000001,-1.0950000000000002,0.9449999999999998,-1.4200000000000006,-1.6949999999999998,1.365
2015-12-05,-0.6050000000000003,-0.004999999999999984,-0.51,-1.04,-0.4850000000000001,1.1549999999999998,-1.2600000000000005,-1.365,1.5750000000000004
2015-12-11,-0.7200000000000002,-0.20499999999999993,-1.0274999999999999,-1.6375,-0.08000000000000018,1.3025,-1.0175000000000003,-1.0725,1.2100000000000004
2015-12-17,-0.7599999999999999,-0.4149999999999999,-1.4024999999999999,-2.3124999999999996,0.1199999999999998,1.3875000000000002,-0.6925000000000001,-0.8174999999999999,0.27000000000000024
2015-12-23,-0.695,-0.41,-1.5599999999999996,-2.3499999999999996,-0.12499999999999994,1.8849999999999998,-0.14500000000000005,-0.8499999999999999,-0.09500000000000001
