Date,3m8ox52Pxs,3m8ox52Pxx,3m8ox52Pxy,3m8ox52Py3,3m8ox52h0o,3m8ox52h0p,3m8ox52h0r,3m8ox52h0u,3m8ox52h0z,3m8ox52h10,3m8ox52h14,3m8ox52h15,3m8ox52y3s,3m8ox52y3t,3m8ox52y3w,3m8ox52y41,3m8ox52y42,3m8ox53F6t,3m8ox53F6w,3m8ox53F6x,3m8ox53F7A
2015-05-21,2.93,-5.229999999999999,-4.025,1.3999999999999997,0.02500000000000019,0.11999999999999994,4.619999999999999,2.6799999999999993,-1.3800000000000001,-1.4400000000000002,-2.6799999999999997,-1.3949999999999996,2.7799999999999994,3.84,3.7699999999999987,-1.755,-2.245,1.6199999999999999,-0.07499999999999984,-2.865000000000001,3.1599999999999997
2015-05-27,3.31,-6.369999999999999,-3.675,1.0399999999999994,-0.40499999999999975,-0.24,3.019999999999999,3.96,-2.2600000000000007,-1.36,-2.9999999999999996,-1.3049999999999997,2.8999999999999995,3.1599999999999997,6.0699999999999985,-1.705,-2.215,2.0199999999999996,-0.6650000000000004,-1.1950000000000003,3.2800000000000002
2015-06-02,3.6999999999999997,-6.6125,-3.2725,1.0324999999999995,-0.5949999999999998,-0.3749999999999999,1.92,5.0,-2.7125,-1.1225,-3.0749999999999997,-1.1325,3.2175,2.8649999999999998,8.2525,-1.59,-2.0900000000000003,2.3425,-0.9925000000000002,-0.43499999999999983,3.5000000000000004
2015-06-08,4.1,-5.9575,-2.8175000000000003,1.3775,-0.5449999999999998,-0.2849999999999997,1.3200000000000007,5.8,-2.7375000000000003,-0.7275000000000003,-2.9050000000000002,-0.8774999999999998,3.7325,2.955,10.317499999999999,-1.4100000000000001,-1.8699999999999997,2.5874999999999995,-1.0575,-0.5849999999999999,3.8200000000000003
2015-06-14,4.245,-5.6450000000000005,-2.2800000000000002,1.6200000000000003,-0.4699999999999999,-0.15499999999999983,0.7500000000000006,6.295,-2.75,-0.5000000000000002,-2.925,-0.7299999999999998,4.315,2.9750000000000005,12.014999999999999,-1.1800000000000006,-2.3,2.87,-0.6050000000000001,-0.7149999999999997,3.8850000000000002
2015-06-20,4.135,-5.675,-1.6600000000000006,1.7600000000000005,-0.37000000000000016,0.015000000000000208,0.2100000000000004,6.485,-2.75,-0.43999999999999995,-3.135,-0.6899999999999998,4.965,2.9250000000000003,13.344999999999999,-0.9000000000000004,-3.3799999999999994,3.19,0.3650000000000001,-0.8249999999999997,3.695000000000001
2015-06-26,3.974999999999999,-5.37,-1.3000000000000007,1.7050000000000005,-0.060000000000000275,-0.0024999999999999467,-0.5249999999999992,6.5175,-2.0375,-0.21749999999999983,-3.4174999999999995,-0.7200000000000001,5.220000000000001,2.6575,14.399999999999999,-0.7925000000000004,-3.9549999999999996,3.1650000000000005,1.0500000000000003,-0.8299999999999997,3.6075000000000004
2015-07-02,3.7649999999999997,-4.73,-1.2000000000000008,1.455,0.45999999999999985,-0.2075000000000003,-1.4549999999999998,6.3925,-0.6125000000000003,0.16750000000000057,-3.7724999999999995,-0.8200000000000003,5.079999999999999,2.1725,15.179999999999998,-0.8575000000000004,-4.0249999999999995,2.7950000000000004,1.45,-0.7299999999999999,3.6225
2015-07-08,3.6500000000000004,-4.000000000000001,-0.7200000000000009,0.935,0.8849999999999998,-0.12000000000000044,-2.005000000000001,6.225,0.4049999999999998,-0.11999999999999969,-3.66,-0.7250000000000003,5.109999999999999,1.9949999999999992,14.419999999999998,-1.6500000000000004,-4.104999999999999,2.3950000000000005,1.295,-0.3400000000000002,3.6699999999999995
2015-07-14,3.63,-3.1800000000000006,0.1399999999999998,0.14499999999999985,1.2149999999999999,0.25999999999999956,-2.175000000000001,6.015000000000001,1.0149999999999992,-1.0799999999999998,-3.08,-0.4350000000000003,5.31,2.1249999999999996,12.120000000000001,-3.17,-4.194999999999999,1.9650000000000005,0.5849999999999999,0.33999999999999975,3.75
2015-07-20,3.4899999999999998,-2.25,0.3750000000000002,0.01999999999999985,1.685,0.7199999999999996,-1.4300000000000008,5.655,1.8499999999999988,-1.04,-2.8499999999999996,-0.17500000000000013,5.734999999999999,2.6849999999999996,11.095,-3.6649999999999996,-4.034999999999999,1.5550000000000006,-0.13499999999999993,1.1399999999999997,3.92
2015-07-26,3.2299999999999995,-1.2099999999999995,-0.014999999999999791,0.5599999999999998,2.2950000000000004,1.2599999999999998,0.22999999999999976,5.145,2.909999999999999,1.1102230246251565e-16,-2.9699999999999998,0.05499999999999991,6.384999999999999,3.675,11.345000000000002,-3.1349999999999993,-3.624999999999999,1.1650000000000003,-0.865,2.059999999999999,4.18
2015-08-01,2.91,-0.41749999999999976,-0.3074999999999996,0.7924999999999999,2.7800000000000002,1.4449999999999998,1.6649999999999996,4.58,3.6024999999999987,0.4724999999999996,-3.0550000000000006,0.09249999999999989,6.517499999999999,4.334999999999999,10.6375,-2.9849999999999994,-3.42,1.0675000000000001,-1.2724999999999993,2.5249999999999995,4.26
2015-08-07,2.5300000000000002,0.12749999999999984,-0.5024999999999996,0.7175,3.1399999999999997,1.2749999999999997,2.8749999999999996,3.96,3.9274999999999993,0.3774999999999994,-3.1050000000000004,-0.06250000000000008,6.132499999999999,4.665,8.972499999999998,-3.2150000000000003,-3.42,1.2625,-1.357499999999999,2.5349999999999993,4.16
2015-08-13,2.3,0.26999999999999946,-0.7699999999999997,0.655,3.1649999999999996,1.07,3.84,3.385,4.039999999999999,0.44499999999999945,-2.99,-0.13499999999999995,5.605,4.895,7.500000000000001,-3.2800000000000002,-2.8899999999999992,1.08,-1.4249999999999994,2.51,3.995
2015-08-19,2.22,0.00999999999999937,-1.1099999999999999,0.605,2.855,0.8300000000000002,4.56,2.8549999999999995,3.94,0.6749999999999997,-2.71,-0.12499999999999992,4.934999999999999,5.0249999999999995,6.220000000000001,-3.180000000000001,-1.83,0.5199999999999998,-1.4749999999999992,2.4499999999999993,3.765
2015-08-25,2.265,0.20499999999999954,-1.3,0.5349999999999999,2.8350000000000004,0.6874999999999999,4.9399999999999995,2.7575,3.8825000000000003,0.9374999999999998,-2.4125,-0.13999999999999996,4.494999999999999,5.1075,5.080000000000001,-2.492500000000001,-0.9200000000000002,0.3500000000000002,-1.3049999999999997,1.265,3.5825000000000005
