pid,lower_bound,upper_bound,actual_value,predicted_value,is_anomaly
1,-4.475412290280437,1.722968290280437,-0.7436462641,-1.376222,False
1,-4.475412290280437,1.722968290280437,-1.381667614,-1.376222,False
1,-4.475412290280437,1.722968290280437,0.720972538,-1.376222,False
1,-4.475412290280437,1.722968290280437,0.940783143,-1.376222,False
1,-4.475412290280437,1.722968290280437,0.7958955765,-1.376222,False
1,-4.475787190280437,1.7225933902804371,-1.1035447121,-1.3765969,False
1,-4.476696590280437,1.721683990280437,3.1863861084,-1.3775063,True
1,-4.477085990280437,1.721294590280437,2.1252362728,-1.3778957,True
1,-4.477669290280437,1.7207112902804371,2.7251183987,-1.378479,True
1,-4.477736690280437,1.720643890280437,-2.027235508,-1.3785464,False
1,-4.477871090280437,1.7205094902804372,-1.4595701694,-1.3786808,False
2,-7.997265110329165,0.027169510329164925,-4.6141352654,-3.9850478,False
2,-7.997265110329165,0.027169510329164925,1.2374762297,-3.9850478,True
2,-7.997265110329165,0.027169510329164925,2.935069561,-3.9850478,True
2,-7.997265110329165,0.027169510329164925,0.6293703318,-3.9850478,True
2,-7.997265110329165,0.027169510329164925,-2.5592958927,-3.9850478,False
2,-7.994418310329165,0.030016310329164853,-1.7849928141,-3.982201,False
2,-7.995031910329165,0.029402710329164528,1.0303820372,-3.9828146,True
2,-7.998856110329164,0.025578510329164583,-1.73980546,-3.9866388,False
2,-8.001362310329165,0.02307231032916457,0.1054854393,-3.989145,True
2,-7.998858310329165,0.02557631032916463,-0.7148425579,-3.986641,False
2,-7.997075610329165,0.027359010329164768,-4.1379132271,-3.9848583,False
3,-4.344911770947757,1.5998647709477571,-3.0051372051,-1.3725235,False
3,-4.344911770947757,1.5998647709477571,-0.228856802,-1.3725235,False
3,-4.344911770947757,1.5998647709477571,0.166123867,-1.3725235,False
3,-4.344911770947757,1.5998647709477571,-0.756396234,-1.3725235,False
3,-4.344911770947757,1.5998647709477571,-1.4503698349,-1.3725235,False
3,-4.339620970947757,1.6051555709477572,-0.3742986917,-1.3672327,False
3,-4.340866770947757,1.6039097709477572,-1.155667901,-1.3684785,False
3,-4.343210070947757,1.601566470947757,-0.6450733542,-1.3708218,False
3,-4.343631070947757,1.601145470947757,-1.2929946184,-1.3712428,False
3,-4.342353470947757,1.6024230709477572,-0.7408385277,-1.3699652,False
3,-4.344792270947757,1.5999842709477572,-6.0051064491,-1.372404,True
4,-1.7196138893185051,3.7579990893185053,1.128726244,1.0191926,False
4,-1.7196138893185051,3.7579990893185053,-1.2754696608,1.0191926,False
4,-1.7196138893185051,3.7579990893185053,0.0589616299,1.0191926,False
4,-1.7196138893185051,3.7579990893185053,1.7377699614,1.0191926,False
4,-1.7196138893185051,3.7579990893185053,-0.459448576,1.0191926,False
4,-1.7169766893185052,3.760636289318505,2.8661093712,1.0218298,False
4,-1.7240224893185052,3.753590489318505,3.6005010605,1.014784,False
4,-1.727509589318505,3.750103389318505,3.0609097481,1.0112969,False
4,-1.726429089318505,3.751183889318505,1.4767464399,1.0123774,False
4,-1.732261789318505,3.745351189318505,2.8253002167,1.0065447,False
4,-1.732467189318505,3.745145789318505,0.329460144,1.0063393,False
5,-2.3172483709446405,2.540372918944641,-0.9181938767,0.111562274,False
5,-2.3172483709446405,2.540372918944641,-1.9091336727,0.111562274,False
5,-2.3172483709446405,2.540372918944641,0.1531921923,0.111562274,False
5,-2.3172483709446405,2.540372918944641,1.9917328358,0.111562274,False
5,-2.3172483709446405,2.540372918944641,-0.3504410982,0.111562274,False
5,-2.3137095609446408,2.5439117289446407,1.7186307907,0.115101084,False
5,-2.309158284944641,2.5484630049446406,1.9108121395,0.11965236,False
5,-2.306706284944641,2.5509150049446405,2.0149812698,0.12210436,False
5,-2.3083271149446407,2.5492941749446407,0.4525660872,0.12048353,False
5,-2.304664534944641,2.5529567549446406,2.337649107,0.12414611,False
5,-2.305111944944641,2.5525093449446405,-0.1605880857,0.1236987,False
6,0.5832135601045874,6.026302039895413,2.9069056511,3.3047578,False
6,0.5832135601045874,6.026302039895413,0.2233207226,3.3047578,True
6,0.5832135601045874,6.026302039895413,2.9559555054,3.3047578,False
6,0.5832135601045874,6.026302039895413,2.8807697296,3.3047578,False
6,0.5832135601045874,6.026302039895413,0.7232270241,3.3047578,False
6,0.5833292601045872,6.026417739895413,5.5055627823,3.3048735,False
6,0.5822434601045874,6.025331939895413,4.5900883675,3.3037877,False
6,0.5820186601045876,6.025107139895413,4.607448101,3.3035629,False
6,0.5816481601045873,6.024736639895412,3.8047482967,3.3031924,False
6,0.5804021601045872,6.023490639895412,3.8353192806,3.3019464,False
6,0.5809309601045873,6.0240194398954126,3.0944182873,3.3024752,False
7,-0.1903494928630005,8.523161492863,1.442104578,4.166406,False
7,-0.1903494928630005,8.523161492863,2.0041937828,4.166406,False
7,-0.1903494928630005,8.523161492863,4.9355149269,4.166406,False
7,-0.1903494928630005,8.523161492863,2.7560122013,4.166406,False
7,-0.1903494928630005,8.523161492863,0.5522823334,4.166406,False
7,-0.19654149286300093,8.516969492863002,9.2726993561,4.160214,True
7,-0.20194409286300097,8.511566892863001,5.0690617561,4.1548114,False
7,-0.20637919286300122,8.507131792863,5.4272661209,4.1503763,False
7,-0.21251749286300115,8.500993492863,5.125474453,4.144238,False
7,-0.21409349286300117,8.499417492863,3.519888401,4.142662,False
7,-0.2050304928630009,8.508480492863,1.1771438122,4.151725,False
8,-6.32209390808403,-0.7588400919159697,-2.8265702724,-3.540467,False
8,-6.32209390808403,-0.7588400919159697,-1.3903181553,-3.540467,False
8,-6.32209390808403,-0.7588400919159697,-0.8697369099,-3.540467,False
